Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,"71,990","8 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty + 1 Year Premium Care + 1 Year ADP₹71,990₹95,0902",8 GB DDR4 RAMWindows,...4.4202,20 Reviews
ASUS Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA,"39,990","E1504FA-NJ321WS Thin and Light Laptop4.3119 Ratings & 15 ReviewsAMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹39,990₹50,9902",8 GB LPDDR5 RAMWindows,4.3119,15 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
,0,,,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB,"66,418","K3504VAB-NJ541WS LaptopIntel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty₹66,418₹99,5003",16 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15S,"36,000","15S-ER1501AU Laptop3.8168 Ratings & 17 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 YEAR₹36,000₹43,6281",8 GB DDR4 RAMWindows,3.8168,17 Reviews
,0,,,Not found,No Reviews Found
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14,"49,990","14-dy0212TU 2 in 1 Laptop4.2207 Ratings & 15 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 2021, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty₹49,990₹58,1741",8 GB DDR4 RAM64,4.2207,15 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
DELL Ryzen 3 Dual Core 3250U,"40,990","INSPIRON 3515 Thin and Light Laptop3.631 Ratings & 3 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) DisplayOffice Home and Student 20211 Year Onsite Warranty₹40,990₹53,7742",8 GB DDR4 RAM64,3.631,3 Reviews
"DELL G15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...4.45 Ratings & 1 ReviewsNVIDIA GEFORCE RTX 305015.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 NitsImproved thermal design with copper pipes & ventsGame shift key for Turbo boost of powerIn","87,890","...4.45 Ratings & 1 ReviewsNVIDIA GEFORCE RTX 305015.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 NitsImproved thermal design with copper pipes & ventsGame shift key for Turbo boost of powerIn-built Alienware Command center software with enhanced control over system settingsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support₹87,890₹1,13,1622",16 GB DDR4 RAM64,...4.45,1 Reviews
ASUS Zenbook Pro 14 Duo OLED (2023) Core i9 13th Gen,"2,29,990","Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/N...Intel Core i9 Processor (13th Gen)32 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD36.83 cm (14.5 Inch) Touchscreen Display1 Year Onsite Warranty₹2,29,990₹2,78,9901",32 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA,"50,490","X412FA-EK230T Thin and Light Lapt...4.42,301 Ratings & 307 ReviewsIntel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAsus Splendid1 Year Limited International Hardware Warranty₹50,490₹55,591",8 GB DDR4 RAM64,301,307 Reviews
acer Nitro 5 Ryzen 7 Hexa Core 7735HS,"89,990","Display1 Year International Travelers Warranty₹89,990₹1,05,9991",8 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home) TN3402QA,"60,990","TN3402QA-LZ520WS Thin and Light Lapto...AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty₹60,990₹69,9901",8 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen,"1,45,990","OLED Eyesafe Intel Evo Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) ef20...Intel Core i7 Processor (13th Gen)32 GB LPDDR4X RAM64 bit Windows 11 Operating System1 TB SSD34.29 cm (13.5 Inch) Touchscreen Display1 Year Onsite Warranty₹1,45,990₹1,68,6171",32 GB LPDDR4X RAM64,Not found,No Reviews Found
MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 406...Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry,"99,990","16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty₹99,990₹1,11,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
HP Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15,"75,499","15-eg3026TU Thin and Light LaptopIntel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹75,499₹87,0951",16 GB DDR4 RAM64,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314,"23,014","A314-22 Laptop4826 Ratings & 79 ReviewsAMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)₹23,014₹34,9903",4 GB DDR4 RAM64,4826,79 Reviews
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS,"2,27,990","with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windo...AMD Ryzen 7 Octa Core Processor16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty₹2,27,990₹2,97,9902",16 GB LPDDR5 RAM64,Not found,No Reviews Found
ASUS Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1502ZA,"40,990","X1502ZA-EJ302WS Laptop43 Ratings & 0 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 YEAR₹40,990₹54,9902",8 GB DDR4 RAMWindows,43,0 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS Ryzen 9 Octa Core 10th Gen,"98,000","16 GB DDR4 RAMWindows 11 Operating System512 GB SSD42.16 cm (16.6 inch) Display1 Year International Warranty₹98,000₹1,19,9901",16 GB DDR4 RAMWindows,...4.67,1 Reviews
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,"50,990","IdeaPad 5 15ALC05 Thin and ...4.1118 Ratings & 17 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 Home & Student1 Year Onsite�Warranty�+ 1 Year Accidental Damage Protection + 1 Year premium Care₹50,990₹78,2903",8 GB DDR4 RAM64,...4.1118,17 Reviews
HP Victus Ryzen 7 Octa Core 5800H,"77,441","Display1 Year Onsite Warranty₹77,441₹93,1971",8 GB DDR4 RAM64,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen,"97,990","Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹97,990₹1,20,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14,"49,990","14-dy0212TU 2 in 1 Laptop4.2207 Ratings & 15 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 2021, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty₹49,990₹58,1741",8 GB DDR4 RAM64,4.2207,15 Reviews
HP Victus Ryzen 7 Octa Core 6800H,"89,990","Display1 Year Onsite Warranty₹89,990₹1,05,8231",8 GB DDR5 RAM64,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
,0,,,Not found,No Reviews Found
HP Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15S,"36,000","15S-ER1501AU Laptop3.8168 Ratings & 17 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 YEAR₹36,000₹43,6281",8 GB DDR4 RAMWindows,3.8168,17 Reviews
Lenovo Legion 5 Pro Intel Core i7 11th Gen,"1,92,990","32 GB DDR4 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support₹1,92,990₹2,60,7902",32 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) Katana...Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry,"94,990","Katana...Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty₹94,990₹1,07,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15,"31,490","V15 -ADA Laptop3.689 Ratings & 16 ReviewsAMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Warranty Term₹31,490₹36,9231",4 GB DDR4 RAM64,3.689,16 Reviews
HP Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) 15,"68,999","15-fd0012TU Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹68,999₹78,4771",8 GB DDR4 RAM64,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314,"23,014","A314-22 Laptop4826 Ratings & 79 ReviewsAMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)₹23,014₹34,9903",4 GB DDR4 RAM64,4826,79 Reviews
DELL Vostro Core i3 11th Gen,"42,907","Vostro 3400 Thin and Light Laptop4.210 Ratings & 1 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty₹42,907₹44,427",8 GB DDR4 RAM64,4.210,1 Reviews
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i5 12th Gen,"1,04,990","16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty₹1,04,990₹1,40,9902",16 GB LPDDR5 RAMWindows,...3.98,1 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Spectre Eyesafe Intel Evo Core i7 12th Gen,"1,30,990","ef0053TU Notebook44 Ratings & 1 ReviewsIntel Core i7 Processor (12th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD34.29 cm (13.5 inch) Display1 Year Onsite Warranty₹1,30,990₹1,46,1351",16 GB LPDDR4X RAM64,44,1 Reviews
ASUS Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1404FA,"54,340","E1404FA-NK542WS LaptopAMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Warranty₹54,340₹70,9902",16 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS TUF Dash F15 (2022) Core i5 12th Gen,"82,990","Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...4.5228 Ratings & 26 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty₹82,990₹1,03,9902",8 GB DDR5 RAMWindows,...4.5228,26 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
HP Omen Intel Core i7 12th Gen,"1,16,899","16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,16,899₹1,32,7651",16 GB DDR5 RAM64,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"61,255","15IAU7 Thin and Light Lapt...Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹61,255₹85,2902",8 GB DDR4 RAM64,Not found,No Reviews Found
Lenovo Yoga 6 Ryzen 7 Octa Core 5700U,"86,990","13ALC7 Thin and Light Lapto...AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Touchscreen Display3 Years Onsite Warranty + 3 Year Premium Care + 1 Year Accidental Damage Protection₹86,990₹1,13,2902",16 GB LPDDR4X RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS Ryzen 7 Octa Core 10th Gen,"79,308","16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Warranty₹79,308₹86,990",16 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen,"3,99,990","with 90Whr Battery Core i9 12th Gen - (32 GB/4 TB SSD/Windows 11 Home...Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System4 TB SSD43.94 cm (17.3 inch) Display1 Year Onsite Warranty₹3,99,990₹4,79,9901",32 GB DDR5 RAM64,Not found,No Reviews Found
acer Predator Triton 500 SE Core i7 12th Gen,"2,24,990","32 GB LPDDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)₹2,24,990₹2,49,9991",32 GB LPDDR5 RAM64,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
ASUS Core i5 13th Gen,"1,12,442","UP3404VAKN543WS 2 in 1 LaptopIntel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Warranty₹1,12,442₹1,34,9901",16 GB DDR5 RAMWindows,Not found,No Reviews Found
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB,"66,418","K3504VAB-NJ541WS LaptopIntel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty₹66,418₹99,5003",16 GB DDR5 RAMWindows,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14,"75,070","14-ek0078TU Thin and Light Lapt...4.622 Ratings & 0 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty₹75,070₹95,9712",16 GB DDR4 RAMWindows,...4.622,0 Reviews
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,"1,45,990","with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹1,45,990₹1,89,9902",16 GB DDR5 RAM64,Not found,No Reviews Found
DELL Vostro Ryzen 5 Quad Core 3500U,"46,490","Vostro 3405 Thin and Light Laptop4.220 Ratings & 3 ReviewsAMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Display1 Year Onsite Warranty₹46,490₹61,7402",8 GB DDR4 RAM64,4.220,3 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
ASUS ROG Zephyrus S15 Core i7 10th Gen,"2,34,990","32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹2,34,990₹3,24,9902",32 GB DDR4 RAM64,Not found,No Reviews Found
HP Victus Ryzen 5 Hexa Core 5600H,"69,990","Touchscreen Display1 Year Onsite Warranty₹69,990₹80,5861",16 GB DDR4 RAMWindows,...4.315,2 Reviews
ASUS Vivobook S 14 Flip Ryzen 5 Hexa Core R5-5600H - (8 GB/512 GB SSD/Windows 11 Home) TN3402QA,"66,990","TN3402QA-LZ501W...AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.81 cm (14.1 inch) Touchscreen DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty₹66,990₹79,0001",8 GB DDR4 RAM64,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
acer Predator Helios 300 Core i7 7th Gen,"1,09,990","8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Collection, Acer Configuration Manager, Quick Access1 Year International Travelers Warranty (ITW)₹1,09,990₹1,32,3941",8 GB DDR4 RAM64,062,399 Reviews
